URL,StatusCode,Result
https://www.igfindia.org/,200,Valid
https://www.igfindia.org/,200,Valid
https://www.igfindia.org/#,200,Valid
https://www.igfindia.org/csr,200,Valid
https://www.igfindia.org/volunteer,200,Valid
https://www.igfindia.org/payroll,200,Valid
https://www.igfindia.org/#,200,Valid
https://www.igfindia.org/empower-her,200,Valid
https://www.igfindia.org/stand-up-to-care,200,Valid
https://www.igfindia.org/environment,200,Valid
https://www.igfindia.org/disaster-relief,200,Valid
https://www.igfindia.org/rise-up,200,Valid
https://www.igfindia.org/infinite-possibilities,200,Valid
https://www.igfindia.org/mission-i-m-possible,200,Valid
https://www.igfindia.org/about,200,Valid
https://www.igfindia.org/leadership,200,Valid
https://www.igfindia.org/gallery,200,Valid
https://www.igfindia.org/contact,200,Valid
https://www.igfindia.org/,200,Valid
https://www.igfindia.org/about,200,Valid
https://www.igfindia.org/leadership,200,Valid
https://www.igfindia.org/csr,200,Valid
https://www.igfindia.org/volunteer,200,Valid
https://www.igfindia.org/payroll,200,Valid
https://www.igfindia.org/empower-her,200,Valid
https://www.igfindia.org/stand-up-to-care,200,Valid
https://www.igfindia.org/environment,200,Valid
https://www.igfindia.org/disaster-relief,200,Valid
https://www.igfindia.org/rise-up,200,Valid
https://www.igfindia.org/infinite-possibilities,200,Valid
https://www.igfindia.org/mission-i-m-possible,200,Valid
https://www.igfindia.org/contact,200,Valid
https://www.igfindia.org/gallery,200,Valid
https://www.facebook.com/impactgurufoundationindia,200,Valid
https://www.instagram.com/impactgurufoundation/,200,Valid
https://www.linkedin.com/company/impact-guru-foundation/,999,Broken
https://twitter.com/IG_Foundation,403,Broken
https://ease.buzz/2508HDkaUz,200,Valid
https://ease.buzz/2508HDkaUz,200,Valid
https://ease.buzz/2508HDkaUz,200,Valid
https://www.igfindia.org/stand-up-to-care,200,Valid
https://www.igfindia.org/infinite-possibilities,200,Valid
https://www.igfindia.org/mission-i-m-possible,200,Valid
https://www.igfindia.org/rise-up,200,Valid
https://www.igfindia.org/disaster-relief,200,Valid
https://www.igfindia.org/empower-her,200,Valid
https://www.igfindia.org/environment,200,Valid
https://www.igfindia.org/stand-up-to-care,200,Valid
https://www.igfindia.org/infinite-possibilities,200,Valid
https://www.igfindia.org/mission-i-m-possible,200,Valid
https://www.igfindia.org/rise-up,200,Valid
https://www.igfindia.org/disaster-relief,200,Valid
https://www.igfindia.org/empower-her,200,Valid
https://www.igfindia.org/environment,200,Valid
https://www.igfindia.org/stand-up-to-care,200,Valid
https://www.igfindia.org/infinite-possibilities,200,Valid
https://www.igfindia.org/mission-i-m-possible,200,Valid
https://theprint.in/ani-press-releases/impact-guru-foundation-recognized-as-one-of-the-top-20-best-ngos-of-the-year-2023-at-the-indian-social-impact-awards/1334919/,200,Valid
https://theprint.in/ani-press-releases/impact-guru-foundation-recognized-as-one-of-the-top-20-best-ngos-of-the-year-2023-at-the-indian-social-impact-awards/1334919/,200,Valid
https://www.punekarnews.in/kotak-mahindra-prime-associates-with-impact-guru-foundation-to-launch-care-on-wheels-initiative/,200,Valid
https://www.punekarnews.in/kotak-mahindra-prime-associates-with-impact-guru-foundation-to-launch-care-on-wheels-initiative/,200,Valid
https://medgatetoday.com/tag/impact-guru-foundation/,200,Valid
https://medgatetoday.com/tag/impact-guru-foundation/,200,Valid
https://www.ptinews.com/press-release/Impact-Guru-Foundation-Receives-the-Prestigious-Mahatma-Award-2022-for-Social-Good-and-Impact-category/277000,200,Valid
https://www.ptinews.com/press-release/Impact-Guru-Foundation-Receives-the-Prestigious-Mahatma-Award-2022-for-Social-Good-and-Impact-category/277000,200,Valid
https://shorturl.at/kREIF,403,Broken
https://shorturl.at/kREIF,403,Broken
https://shorturl.at/08WLZ,403,Broken
https://shorturl.at/08WLZ,403,Broken
https://bit.ly/46O4m6k,200,Valid
https://bit.ly/46O4m6k,200,Valid
https://tinyurl.com/2m46p3my,200,Valid
https://tinyurl.com/2m46p3my,200,Valid
https://tinyurl.com/r5vdenb3,200,Valid
https://tinyurl.com/r5vdenb3,200,Valid
https://brainfeedmagazine.com/education-must-challenge-norms-not-just-teach-textbooks-sundeep-talwar-ceo-igf-india-on-breaking-gender-barriers/,200,Valid
https://brainfeedmagazine.com/education-must-challenge-norms-not-just-teach-textbooks-sundeep-talwar-ceo-igf-india-on-breaking-gender-barriers/,200,Valid
https://ceosofbharat.com/leadership-beyond-the-limelight-the-unfolding-story-of-an-ngo-ceo-who-walked-away-from-the-corporate-dream/,200,Valid
https://ceosofbharat.com/leadership-beyond-the-limelight-the-unfolding-story-of-an-ngo-ceo-who-walked-away-from-the-corporate-dream/,200,Valid
https://www.punekarnews.in/born-out-of-courage-a-mothers-battle-in-the-heart-of-india/,200,Valid
https://www.punekarnews.in/born-out-of-courage-a-mothers-battle-in-the-heart-of-india/,200,Valid
https://sugermint.com/sundeep-talwar/,200,Valid
https://sugermint.com/sundeep-talwar/,200,Valid
https://theprint.in/ani-press-releases/igf-india-and-synopsys-india-join-hands-to-revitalize-anganwadi-centres-in-bengaluru/2591580/,200,Valid
https://theprint.in/ani-press-releases/igf-india-and-synopsys-india-join-hands-to-revitalize-anganwadi-centres-in-bengaluru/2591580/,200,Valid
